facility_id,measure_code,measure_desc,recommend,ans_percent,rating,ed_score,sep_score,op_score,op18_score,label
390201,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,6,3,128.0,125.0,22.0,80.0,1
261308,OP_22,Left before being seen,H_RECMND_DY,61,2,72.0,125.0,83.0,80.0,0
330401,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,61,1,223.0,125.0,22.0,80.0,0
171312,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,86,3,72.0,83.0,22.0,80.0,0
50291,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,81,5,72.0,125.0,22.0,187.0,0
271335,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,71,4,72.0,86.0,22.0,80.0,0
450804,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,2,3,72.0,83.0,22.0,80.0,1
10169,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,6,3,72.0,125.0,22.0,102.0,1
261319,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,3,4,72.0,83.0,22.0,80.0,1
291314,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,31,3,72.0,83.0,22.0,80.0,0
123301,OP_22,Left before being seen,H_RECMND_DN,31,3,72.0,125.0,83.0,80.0,1
160013,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,4,4,72.0,125.0,22.0,125.0,1
241314,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,2,3,3.0,125.0,22.0,80.0,1
370023,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,2,3,32.0,125.0,22.0,80.0,1
450672,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,79,3,72.0,70.0,22.0,80.0,0
50506,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,5,3,94.0,125.0,22.0,80.0,1
150158,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,4,5,264.0,125.0,22.0,80.0,1
281360,OP_22,Left before being seen,H_RECMND_DN,1,4,72.0,125.0,83.0,80.0,1
51325,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,66,3,83.0,125.0,22.0,80.0,0
440050,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,9,3,72.0,43.0,22.0,80.0,1
370056,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,8,1,72.0,125.0,22.0,150.0,1
440176,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,7,3,73.0,125.0,22.0,80.0,1
340024,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,48,3,72.0,39.0,22.0,80.0,0
310012,OP_22,Left before being seen,H_RECMND_DN,3,4,72.0,125.0,1.0,80.0,1
330073,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,60,3,72.0,125.0,22.0,80.0,0
281310,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,31,3,72.0,83.0,22.0,80.0,0
450661,OP_22,Left before being seen,H_RECMND_DY,69,2,72.0,125.0,4.0,80.0,0
390096,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,71,3,152.0,125.0,22.0,80.0,0
451364,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,31,4,72.0,125.0,22.0,83.0,0
171379,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,3,4,10.0,125.0,22.0,80.0,1
241381,OP_22,Left before being seen,H_RECMND_DN,3,3,72.0,125.0,1.0,80.0,1
170104,OP_22,Left before being seen,H_RECMND_DN,3,5,72.0,125.0,2.0,80.0,1
100127,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,83,4,72.0,83.0,22.0,80.0,0
360051,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,6,4,117.0,125.0,22.0,80.0,1
390036,OP_22,Left before being seen,H_RECMND_DY,63,4,72.0,125.0,2.0,80.0,0
500021,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,12,2,72.0,52.0,22.0,80.0,1
531316,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,8,3,72.0,125.0,22.0,83.0,1
191300,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,31,3,72.0,83.0,22.0,80.0,1
50301,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,68,3,72.0,58.0,22.0,80.0,0
83300,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,31,3,83.0,125.0,22.0,80.0,1
390065,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,70,4,116.0,125.0,22.0,80.0,0
150168,OP_22,Left before being seen,H_RECMND_DY,74,3,72.0,125.0,83.0,80.0,0
450669,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,76,3,72.0,125.0,22.0,122.0,0
13301,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,31,3,72.0,83.0,22.0,80.0,1
140231,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,78,5,99.0,125.0,22.0,80.0,0
321302,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,1,3,72.0,125.0,22.0,111.0,1
240100,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,61,2,113.0,125.0,22.0,80.0,0
100044,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,7,1,72.0,42.0,22.0,80.0,1
140063,OP_22,Left before being seen,H_RECMND_DY,75,5,72.0,125.0,1.0,80.0,0
381314,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,75,3,72.0,54.0,22.0,80.0,0
450039,OP_22,Left before being seen,H_RECMND_DY,70,2,72.0,125.0,4.0,80.0,0
190086,OP_22,Left before being seen,H_RECMND_DY,60,3,72.0,125.0,2.0,80.0,0
450848,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,3,3,72.0,125.0,22.0,168.0,1
180092,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,5,4,72.0,76.0,22.0,80.0,1
440235,OP_22,Left before being seen,H_RECMND_DY,77,3,72.0,125.0,2.0,80.0,0
230146,OP_22,Left before being seen,H_RECMND_DY,60,2,72.0,125.0,1.0,80.0,0
370112,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,10,3,72.0,70.0,22.0,80.0,1
360354,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,78,4,72.0,125.0,22.0,177.0,0
370113,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,72,3,51.0,125.0,22.0,80.0,0
360054,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,60,2,73.0,125.0,22.0,80.0,0
261313,OP_22,Left before being seen,H_RECMND_DY,31,3,72.0,125.0,83.0,80.0,0
261309,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,4,4,72.0,79.0,22.0,80.0,1
190245,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,91,3,83.0,125.0,22.0,80.0,0
521340,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,75,5,72.0,125.0,22.0,134.0,0
250104,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,3,2,104.0,125.0,22.0,80.0,1
471302,OP_22,Left before being seen,H_RECMND_DY,85,3,72.0,125.0,83.0,80.0,0
360170,OP_22,Left before being seen,H_RECMND_DN,2,2,72.0,125.0,1.0,80.0,1
451311,OP_22,Left before being seen,H_RECMND_DN,0,3,72.0,125.0,2.0,80.0,1
50423,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,27,3,122.0,125.0,22.0,80.0,0
230227,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,8,2,72.0,125.0,22.0,172.0,1
370016,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,73,4,72.0,125.0,22.0,116.0,0
40132,OP_22,Left before being seen,H_RECMND_DY,31,3,72.0,125.0,83.0,80.0,0
150072,OP_22,Left before being seen,H_RECMND_DY,69,4,72.0,125.0,1.0,80.0,0
340143,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,2,3,72.0,74.0,22.0,80.0,1
461310,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,1,3,72.0,83.0,22.0,80.0,1
390049,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,79,5,72.0,125.0,22.0,144.0,0
450108,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,78,4,72.0,62.0,22.0,80.0,0
250128,OP_22,Left before being seen,H_RECMND_DY,72,3,72.0,125.0,2.0,80.0,0
330024,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,70,4,402.0,125.0,22.0,80.0,0
450087,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,73,3,72.0,58.0,22.0,80.0,0
420091,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,71,3,72.0,56.0,22.0,80.0,0
431331,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,78,3,72.0,125.0,22.0,93.0,0
220016,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,62,3,130.0,125.0,22.0,80.0,0
30043,OP_22,Left before being seen,H_RECMND_DN,7,2,72.0,125.0,3.0,80.0,1
230053,OP_22,Left before being seen,H_RECMND_DY,72,2,72.0,125.0,3.0,80.0,0
451338,OP_22,Left before being seen,H_RECMND_DY,31,3,72.0,125.0,83.0,80.0,0
330231,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,5,1,101.0,125.0,22.0,80.0,1
100067,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,80,2,72.0,125.0,22.0,162.0,0
521313,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,75,3,72.0,125.0,22.0,80.0,0
50038,OP_22,Left before being seen,H_RECMND_DY,63,2,72.0,125.0,1.0,80.0,0
41328,OP_22,Left before being seen,H_RECMND_DN,0,3,72.0,125.0,1.0,80.0,1
231318,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,6,5,72.0,125.0,22.0,117.0,1
50113,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,7,2,72.0,125.0,22.0,154.0,1
111329,OP_22,Left before being seen,H_RECMND_DN,5,4,72.0,125.0,83.0,80.0,1
70017,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,4,4,72.0,53.0,22.0,80.0,1
381315,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,4,4,72.0,83.0,22.0,80.0,1
151305,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,80,3,72.0,125.0,22.0,125.0,0
70012,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,58,2,72.0,125.0,22.0,128.0,0
180046,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,61,3,45.0,125.0,22.0,80.0,0
10101,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,3,3,62.0,125.0,22.0,80.0,1
230078,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,5,3,72.0,83.0,22.0,80.0,1
271312,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,2,3,15.0,125.0,22.0,80.0,1
161340,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,83,3,52.0,125.0,22.0,80.0,0
80004,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,6,2,72.0,125.0,22.0,232.0,1
440111,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,64,3,72.0,125.0,22.0,156.0,0
110115,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,18,1,221.0,125.0,22.0,80.0,1
520136,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,6,2,72.0,75.0,22.0,80.0,1
360070,OP_22,Left before being seen,H_RECMND_DN,3,3,72.0,125.0,5.0,80.0,1
110038,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,73,4,125.0,125.0,22.0,80.0,0
440020,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,7,4,72.0,60.0,22.0,80.0,1
301309,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,2,3,72.0,125.0,22.0,118.0,1
371335,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,31,3,83.0,125.0,22.0,80.0,1
171318,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,31,3,20.0,125.0,22.0,80.0,0
390013,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,3,4,72.0,125.0,22.0,209.0,1
451362,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,31,3,72.0,83.0,22.0,80.0,0
100034,OP_22,Left before being seen,H_RECMND_DY,74,3,72.0,125.0,1.0,80.0,0
431338,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,1,4,72.0,83.0,22.0,80.0,1
271303,OP_22,Left before being seen,H_RECMND_DY,31,3,72.0,125.0,83.0,80.0,0
230015,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,4,3,72.0,125.0,22.0,118.0,1
420080,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,65,2,72.0,49.0,22.0,80.0,0
251322,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,9,3,44.0,125.0,22.0,80.0,1
281303,OP_22,Left before being seen,H_RECMND_DY,31,3,72.0,125.0,83.0,80.0,0
140162,OP_22,Left before being seen,H_RECMND_DN,3,4,72.0,125.0,2.0,80.0,1
450358,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,3,5,191.0,125.0,22.0,80.0,1
390123,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,52,1,105.0,125.0,22.0,80.0,0
450686,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,78,2,72.0,51.0,22.0,80.0,0
370019,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,4,4,72.0,125.0,22.0,73.0,1
160001,OP_22,Left before being seen,H_RECMND_DY,56,2,72.0,125.0,1.0,80.0,0
310001,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,6,3,72.0,125.0,22.0,206.0,1
281318,OP_22,Left before being seen,H_RECMND_DN,0,3,72.0,125.0,83.0,80.0,1
640001,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,31,3,72.0,83.0,22.0,80.0,0
50689,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,68,3,72.0,82.0,22.0,80.0,0
250048,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,5,1,72.0,125.0,22.0,213.0,1
30013,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,64,3,51.0,125.0,22.0,80.0,0
161301,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,88,5,72.0,125.0,22.0,161.0,0
110225,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,7,4,72.0,125.0,22.0,134.0,1
240106,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,76,4,72.0,125.0,22.0,192.0,0
200050,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,67,5,163.0,125.0,22.0,80.0,0
61327,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,64,4,72.0,25.0,22.0,80.0,0
381321,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,3,3,72.0,83.0,22.0,80.0,1
50782,OP_22,Left before being seen,H_RECMND_DN,2,5,72.0,125.0,83.0,80.0,1
390329,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,3,2,72.0,68.0,22.0,80.0,1
150181,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,79,4,72.0,71.0,22.0,80.0,0
50135,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,22,2,114.0,125.0,22.0,80.0,1
220071,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,2,5,340.0,125.0,22.0,80.0,1
241322,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,5,3,72.0,83.0,22.0,80.0,1
31314,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,6,3,72.0,83.0,22.0,80.0,1
170017,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,4,2,60.0,125.0,22.0,80.0,1
160147,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,77,4,42.0,125.0,22.0,80.0,0
250025,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,71,3,72.0,125.0,22.0,113.0,0
500053,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,8,3,72.0,125.0,22.0,119.0,1
50764,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,7,3,72.0,89.0,22.0,80.0,1
220100,OP_22,Left before being seen,H_RECMND_DY,74,3,72.0,125.0,1.0,80.0,0
240076,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,3,5,72.0,125.0,22.0,129.0,1
10110,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,31,3,72.0,125.0,22.0,104.0,1
140082,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,60,1,72.0,125.0,22.0,155.0,0
50072,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,5,3,72.0,125.0,22.0,83.0,1
450352,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,68,3,72.0,125.0,22.0,122.0,0
250027,OP_22,Left before being seen,H_RECMND_DN,8,3,72.0,125.0,1.0,80.0,1
50625,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,3,5,72.0,52.0,22.0,80.0,1
340184,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,4,4,122.0,125.0,22.0,80.0,1
191302,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,87,3,72.0,48.0,22.0,80.0,0
151328,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,31,3,72.0,125.0,22.0,136.0,1
161336,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,90,3,72.0,83.0,22.0,80.0,0
371342,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,31,3,83.0,125.0,22.0,80.0,0
360003,OP_22,Left before being seen,H_RECMND_DY,66,2,72.0,125.0,5.0,80.0,0
50230,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,10,3,72.0,84.0,22.0,80.0,1
450780,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,3,3,83.0,125.0,22.0,80.0,1
30062,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,4,4,64.0,125.0,22.0,80.0,1
131301,OP_22,Left before being seen,H_RECMND_DY,31,3,72.0,125.0,1.0,80.0,0
261333,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,8,3,93.0,125.0,22.0,80.0,1
241304,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,4,3,72.0,83.0,22.0,80.0,1
50771,OP_22,Left before being seen,H_RECMND_DY,53,3,72.0,125.0,1.0,80.0,0
310060,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,72,4,72.0,125.0,22.0,118.0,0
440016,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DN,4,3,72.0,63.0,22.0,80.0,1
430015,SEP_1,Appropriate care for severe sepsis and septic shock,H_RECMND_DY,64,5,72.0,80.0,22.0,80.0,0
160122,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,2,4,47.0,125.0,22.0,80.0,1
460013,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,4,3,72.0,125.0,22.0,117.0,1
251306,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,11,3,83.0,125.0,22.0,80.0,1
50378,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,19,2,72.0,125.0,22.0,230.0,1
180078,OP_22,Left before being seen,H_RECMND_DN,5,1,72.0,125.0,2.0,80.0,1
260040,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,72,2,168.0,125.0,22.0,80.0,0
520206,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,3,4,72.0,125.0,22.0,120.0,1
340049,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,85,3,83.0,125.0,22.0,80.0,0
140100,OP_22,Left before being seen,H_RECMND_DY,93,5,72.0,125.0,1.0,80.0,0
400013,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DY,31,3,425.0,125.0,22.0,80.0,0
191314,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,31,3,72.0,125.0,22.0,83.0,0
241323,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",H_RECMND_DN,0,3,8.0,125.0,22.0,80.0,1
321306,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,3,5,72.0,125.0,22.0,118.0,1
60116,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DN,3,4,72.0,125.0,22.0,171.0,1
131312,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,H_RECMND_DY,87,4,72.0,125.0,22.0,112.0,0
